"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa02318","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02319","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa02320","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Flectobacillus",""
"Taxa02321","Bacteria","","","","","","","","","","",""
"Taxa02322","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Chryseobacterium",""
"Taxa02323","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa02324","","","","","","","","","","","",""
"Taxa02325","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02326","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02327","Bacteria","","","Actinobacteria","Actinobacteria","","Pseudonocardiales","","Pseudonocardiaceae","","Amycolatopsis",""
"Taxa02328","Bacteria","","","","","","","","","","",""
"Taxa02329","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium","Flavobacterium columnare"
"Taxa02330","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","Acidobacteriaceae","","",""
"Taxa02331","Bacteria","","","","","","","","","","",""
"Taxa02332","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02333","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Porphyromonadaceae","","Petrimonas","uncultured Petrimonas sp."
"Taxa02334","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02335","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","","","",""
"Taxa02336","Bacteria","","","","","","","","","","",""
"Taxa02337","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodobacterales","","Rhodobacteraceae","","",""
"Taxa02338","Bacteria","","","Bacteroidetes","Saprospiria","","Saprospirales","","","","",""
"Taxa02339","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa02340","","","","","","","","","","","",""
"Taxa02341","Archaea","","","Euryarchaeota","Methanobacteria","","Methanobacteriales","","Methanobacteriaceae","","",""
"Taxa02342","Eukaryota","Viridiplantae","","Streptophyta","Zygnemophyceae","","Desmidiales","","Desmidiaceae","","",""
"Taxa02343","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa02344","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02345","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Paenibacillaceae","","Paenibacillus",""
"Taxa02346","Bacteria","","","Chloroflexi","Anaerolineae","","Anaerolineales","","Anaerolineaceae","","Longilinea","uncultured Longilinea sp."
"Taxa02347","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta","uncultured Spirochaeta sp."
"Taxa02348","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Paludibacteraceae","","Paludibacter",""
"Taxa02349","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","Bacillus",""
"Taxa02350","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa02351","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02352","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Dongia","uncultured Dongia sp."
"Taxa02353","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa02354","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","","","",""
"Taxa02355","Eukaryota","Viridiplantae","","Chlorophyta","Trebouxiophyceae","","Chlorellales","","Chlorellaceae","","",""
"Taxa02356","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa02357","Eukaryota","Viridiplantae","","Chlorophyta","Trebouxiophyceae","","","","","","",""
"Taxa02358","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","Rickettsieae","",""
"Taxa02359","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","",""
"Taxa02360","","","","","","","","","","","",""
"Taxa02361","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02362","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02363","Bacteria","","","Verrucomicrobia","Spartobacteria","","","","","","","uncultured Spartobacteria bacterium"
"Taxa02364","Eukaryota","Viridiplantae","","Streptophyta","Zygnemophyceae","","","","","","",""
"Taxa02365","","","","","","","","","","","",""
"Taxa02366","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella",""
"Taxa02367","Bacteria","","","Lentisphaerae","Oligosphaeria","","Oligosphaerales","","Oligosphaeraceae","","Oligosphaera",""
"Taxa02368","Bacteria","","","","","","","","","","",""
"Taxa02369","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","",""
"Taxa02370","Eukaryota","","","","","","","","","","",""
"Taxa02371","Bacteria","","","","","","","","","","",""
"Taxa02372","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","",""
"Taxa02373","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","Polyangiaceae","","",""
"Taxa02374","Eukaryota","Fungi","","Microsporidia","","","","","","","Microsporidium",""
"Taxa02375","Bacteria","","","Firmicutes","Bacilli","","","","","","",""
"Taxa02376","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Orbales","","Orbaceae","","Orbus",""
"Taxa02377","Bacteria","","","","","","","","","","",""
"Taxa02378","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa02379","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02380","Bacteria","","","Elusimicrobia","Elusimicrobia","","","","","","",""
"Taxa02381","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Paenibacillaceae","","Paenibacillus",""
"Taxa02382","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa02383","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa02384","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02385","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Syntrophomonadaceae","","",""
"Taxa02386","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","","uncultured planctomycete"
"Taxa02387","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","Perlucidibaca",""
"Taxa02388","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Micropepsales","","Micropepsaceae","","Rhizomicrobium",""
"Taxa02389","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","Verrucomicrobia subdivision 3","","Pedosphaera","uncultured Pedosphaera sp."
"Taxa02390","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa02391","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02392","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Nannocystineae","","","",""
"Taxa02393","Bacteria","","","","","","","","","","",""
"Taxa02394","Bacteria","","","","","","","","","","",""
"Taxa02395","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa02396","Bacteria","","","","","","","","","","",""
"Taxa02397","Bacteria","","","","","","","","","","",""
"Taxa02398","Bacteria","","","","","","","","","","",""
"Taxa02399","Bacteria","","","Cyanobacteria","","","Nostocales","","","","",""
"Taxa02400","Bacteria","","","Firmicutes","Bacilli","","","","","","",""
"Taxa02401","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa02402","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","Schlesneria","uncultured Schlesneria sp."
"Taxa02403","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","",""
"Taxa02404","Bacteria","","","","","","","","","","",""
"Taxa02405","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02406","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Intrasporangiaceae","","",""
"Taxa02407","Bacteria","","","","","","","","","","",""
"Taxa02408","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Rhodanobacteraceae","","Aquimonas","uncultured Aquimonas sp."
"Taxa02409","Bacteria","","","Chloroflexi","Anaerolineae","","","","","","",""
"Taxa02410","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","","","","",""
"Taxa02411","Bacteria","","","","","","","","","","",""
"Taxa02412","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02413","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio",""
"Taxa02414","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Chlamydomonas",""
"Taxa02415","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02416","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa02417","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","Zoogloeaceae","","Zoogloea",""
"Taxa02418","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus","uncultured Opitutus sp."
"Taxa02419","","","","","","","","","","","",""
"Taxa02420","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","Chitinimonas",""
"Taxa02421","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa02422","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","","","","uncultured Sphingobacteriales bacterium"
"Taxa02423","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa02424","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02425","Bacteria","","","","","","","","","","",""
"Taxa02426","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02427","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02428","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02429","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02430","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Nevskiales","","Sinobacteraceae","","Nevskia",""
"Taxa02431","Bacteria","","","Proteobacteria","Oligoflexia","","Silvanigrellales","","","","",""
"Taxa02432","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02433","Bacteria","","","","","","","","","","",""
"Taxa02434","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa02435","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Chlamydomonas","Chlamydomonas applanata"
"Taxa02436","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02437","","","","","","","","","","","",""
"Taxa02438","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa02439","Bacteria","","","","","","","","","","",""
"Taxa02440","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa02441","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02442","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium",""
"Taxa02443","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02444","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","Anaeromyxobacteraceae","","Anaeromyxobacter","uncultured Anaeromyxobacter sp."
"Taxa02445","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Spirosoma",""
"Taxa02446","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02447","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","",""
"Taxa02448","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Gemmata","uncultured Gemmata sp."
"Taxa02449","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa02450","","","","","","","","","","","",""
"Taxa02451","Bacteria","","","","","","","","","","",""
"Taxa02452","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Anaplasmataceae","","",""
"Taxa02453","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa02454","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Chryseobacterium",""
"Taxa02455","Bacteria","","","Nitrospirae","Nitrospira","","Nitrospirales","","Nitrospiraceae","","Nitrospira","uncultured Nitrospira sp."
"Taxa02456","Bacteria","","","","","","","","","","",""
"Taxa02457","Bacteria","","","","","","","","","","",""
"Taxa02458","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02459","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02460","Bacteria","","","Chlamydiae","Chlamydiia","","Chlamydiales","","Chlamydiaceae","","Chlamydia","uncultured Chlamydia sp."
"Taxa02461","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02462","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa02463","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02464","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02465","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","","uncultured Cytophagaceae bacterium"
"Taxa02466","Bacteria","","","","","","","","","","",""
"Taxa02467","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Lacibacter",""
"Taxa02468","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02469","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa02470","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02471","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Cellvibrionales","","Cellvibrionaceae","","Cellvibrio",""
"Taxa02472","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta",""
"Taxa02473","Bacteria","","","Candidatus Melainabacteria","","","Vampirovibrionales","","","","Vampirovibrio","uncultured Vampirovibrio sp."
"Taxa02474","Bacteria","","","","","","","","","","",""
"Taxa02475","","","","","","","","","","","",""
"Taxa02476","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","","","",""
"Taxa02477","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","",""
"Taxa02478","Bacteria","","","","","","","","","","",""
"Taxa02479","Bacteria","","","Actinobacteria","Actinobacteria","","Propionibacteriales","","Propionibacteriaceae","","",""
"Taxa02480","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Alteromonadales","","Shewanellaceae","","Shewanella",""
"Taxa02481","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","","uncultured Cytophagaceae bacterium"
"Taxa02482","Bacteria","","","","","","","","","","",""
"Taxa02483","Bacteria","","","","","","","","","","",""
"Taxa02484","Bacteria","","","","","","","","","","",""
